Date ,Day,Time,Pred,Timestamp
2/22/22,Tue,1:52,0.52,1645523520
2/22/22,Tue,1:53,0.53,1645523580
2/22/22,Tue,1:54,0.53,1645523640
2/22/22,Tue,1:55,0.53,1645523700
2/22/22,Tue,1:56,0.53,1645523760
2/22/22,Tue,1:57,0.53,1645523820
2/22/22,Tue,1:58,0.54,1645523880
2/22/22,Tue,1:59,0.54,1645523940
2/22/22,Tue,2:00,0.54,1645524000
2/22/22,Tue,2:01,0.54,1645524060
2/22/22,Tue,2:02,0.54,1645524120
2/22/22,Tue,2:03,0.55,1645524180
2/22/22,Tue,2:04,0.55,1645524240
2/22/22,Tue,2:05,0.55,1645524300
2/22/22,Tue,2:06,0.55,1645524360
2/22/22,Tue,2:07,0.55,1645524420
2/22/22,Tue,2:08,0.55,1645524480
2/22/22,Tue,2:09,0.56,1645524540
2/22/22,Tue,2:10,0.56,1645524600
2/22/22,Tue,2:11,0.56,1645524660
2/22/22,Tue,2:12,0.56,1645524720
2/22/22,Tue,2:13,0.56,1645524780
2/22/22,Tue,2:14,0.56,1645524840
2/22/22,Tue,2:15,0.56,1645524900
2/22/22,Tue,2:16,0.56,1645524960
2/22/22,Tue,2:17,0.57,1645525020
2/22/22,Tue,2:18,0.57,1645525080
2/22/22,Tue,2:19,0.57,1645525140
2/22/22,Tue,2:20,0.57,1645525200
2/22/22,Tue,2:21,0.57,1645525260
2/22/22,Tue,2:22,0.57,1645525320
2/22/22,Tue,2:23,0.57,1645525380
2/22/22,Tue,2:24,0.57,1645525440
2/22/22,Tue,2:25,0.57,1645525500
2/22/22,Tue,2:26,0.58,1645525560
2/22/22,Tue,2:27,0.58,1645525620
2/22/22,Tue,2:28,0.58,1645525680
2/22/22,Tue,2:29,0.58,1645525740
2/22/22,Tue,2:30,0.58,1645525800
2/22/22,Tue,2:31,0.58,1645525860
2/22/22,Tue,2:32,0.58,1645525920
2/22/22,Tue,2:33,0.58,1645525980
2/22/22,Tue,2:34,0.58,1645526040
2/22/22,Tue,2:35,0.58,1645526100
2/22/22,Tue,2:36,0.58,1645526160
2/22/22,Tue,2:37,0.58,1645526220
2/22/22,Tue,2:38,0.58,1645526280
2/22/22,Tue,2:39,0.59,1645526340
2/22/22,Tue,2:40,0.59,1645526400
2/22/22,Tue,2:41,0.59,1645526460
2/22/22,Tue,2:42,0.59,1645526520
2/22/22,Tue,2:43,0.59,1645526580
2/22/22,Tue,2:44,0.59,1645526640
2/22/22,Tue,2:45,0.59,1645526700
2/22/22,Tue,2:46,0.59,1645526760
2/22/22,Tue,2:47,0.59,1645526820
2/22/22,Tue,2:48,0.59,1645526880
2/22/22,Tue,2:49,0.59,1645526940
2/22/22,Tue,2:50,0.59,1645527000
2/22/22,Tue,2:51,0.59,1645527060
2/22/22,Tue,2:52,0.59,1645527120
2/22/22,Tue,2:53,0.59,1645527180
2/22/22,Tue,2:54,0.59,1645527240
2/22/22,Tue,2:55,0.59,1645527300
2/22/22,Tue,2:56,0.59,1645527360
2/22/22,Tue,2:57,0.59,1645527420
2/22/22,Tue,2:58,0.59,1645527480
2/22/22,Tue,2:59,0.59,1645527540
2/22/22,Tue,3:00,0.59,1645527600
2/22/22,Tue,3:01,0.59,1645527660
2/22/22,Tue,3:02,0.59,1645527720
2/22/22,Tue,3:03,0.59,1645527780
2/22/22,Tue,3:04,0.59,1645527840
2/22/22,Tue,3:05,0.59,1645527900
2/22/22,Tue,3:06,0.59,1645527960
2/22/22,Tue,3:07,0.59,1645528020
2/22/22,Tue,3:08,0.59,1645528080
2/22/22,Tue,3:09,0.59,1645528140
2/22/22,Tue,3:10,0.59,1645528200
2/22/22,Tue,3:11,0.59,1645528260
2/22/22,Tue,3:12,0.59,1645528320
2/22/22,Tue,3:13,0.59,1645528380
2/22/22,Tue,3:14,0.59,1645528440
2/22/22,Tue,3:15,0.59,1645528500
2/22/22,Tue,3:16,0.59,1645528560
2/22/22,Tue,3:17,0.59,1645528620
2/22/22,Tue,3:18,0.59,1645528680
2/22/22,Tue,3:19,0.59,1645528740
2/22/22,Tue,3:20,0.59,1645528800
2/22/22,Tue,3:21,0.58,1645528860
2/22/22,Tue,3:22,0.58,1645528920
2/22/22,Tue,3:23,0.58,1645528980
2/22/22,Tue,3:24,0.58,1645529040
2/22/22,Tue,3:25,0.58,1645529100
2/22/22,Tue,3:26,0.58,1645529160
2/22/22,Tue,3:27,0.58,1645529220
2/22/22,Tue,3:28,0.58,1645529280
2/22/22,Tue,3:29,0.58,1645529340
2/22/22,Tue,3:30,0.58,1645529400
2/22/22,Tue,3:31,0.58,1645529460
2/22/22,Tue,3:32,0.58,1645529520
2/22/22,Tue,3:33,0.58,1645529580
2/22/22,Tue,3:34,0.57,1645529640
2/22/22,Tue,3:35,0.57,1645529700
2/22/22,Tue,3:36,0.57,1645529760
2/22/22,Tue,3:37,0.57,1645529820
2/22/22,Tue,3:38,0.57,1645529880
2/22/22,Tue,3:39,0.57,1645529940
2/22/22,Tue,3:40,0.57,1645530000
2/22/22,Tue,3:41,0.57,1645530060
2/22/22,Tue,3:42,0.57,1645530120
2/22/22,Tue,3:43,0.57,1645530180
2/22/22,Tue,3:44,0.56,1645530240
2/22/22,Tue,3:45,0.56,1645530300
2/22/22,Tue,3:46,0.56,1645530360
2/22/22,Tue,3:47,0.56,1645530420
2/22/22,Tue,3:48,0.56,1645530480
2/22/22,Tue,3:49,0.56,1645530540
2/22/22,Tue,3:50,0.56,1645530600
2/22/22,Tue,3:51,0.56,1645530660
2/22/22,Tue,3:52,0.55,1645530720
2/22/22,Tue,3:53,0.55,1645530780
2/22/22,Tue,3:54,0.55,1645530840
2/22/22,Tue,3:55,0.55,1645530900
2/22/22,Tue,3:56,0.55,1645530960
2/22/22,Tue,3:57,0.55,1645531020
2/22/22,Tue,3:58,0.55,1645531080
2/22/22,Tue,3:59,0.54,1645531140
2/22/22,Tue,4:00,0.54,1645531200
2/22/22,Tue,4:01,0.54,1645531260
2/22/22,Tue,4:02,0.54,1645531320
2/22/22,Tue,4:03,0.54,1645531380
2/22/22,Tue,4:04,0.54,1645531440
2/22/22,Tue,4:05,0.53,1645531500
2/22/22,Tue,4:06,0.53,1645531560
2/22/22,Tue,4:07,0.53,1645531620
2/22/22,Tue,4:08,0.53,1645531680
2/22/22,Tue,4:09,0.53,1645531740
2/22/22,Tue,4:10,0.53,1645531800
2/22/22,Tue,4:11,0.52,1645531860
2/22/22,Tue,4:12,0.52,1645531920
2/22/22,Tue,4:13,0.52,1645531980
2/22/22,Tue,4:14,0.52,1645532040
2/22/22,Tue,4:15,0.52,1645532100
2/22/22,Tue,4:16,0.51,1645532160
2/22/22,Tue,4:17,0.51,1645532220
2/22/22,Tue,4:18,0.51,1645532280
2/22/22,Tue,4:19,0.51,1645532340
2/22/22,Tue,4:20,0.51,1645532400
2/22/22,Tue,4:21,0.5,1645532460
2/22/22,Tue,4:22,0.5,1645532520
2/22/22,Tue,4:23,0.5,1645532580
2/22/22,Tue,4:24,0.5,1645532640
2/22/22,Tue,4:25,0.49,1645532700
2/22/22,Tue,4:26,0.49,1645532760
2/22/22,Tue,4:27,0.49,1645532820
2/22/22,Tue,4:28,0.49,1645532880
2/22/22,Tue,4:29,0.49,1645532940
2/22/22,Tue,4:30,0.48,1645533000
2/22/22,Tue,4:31,0.48,1645533060
2/22/22,Tue,4:32,0.48,1645533120
2/22/22,Tue,4:33,0.48,1645533180
2/22/22,Tue,4:34,0.47,1645533240
2/22/22,Tue,4:35,0.47,1645533300
2/22/22,Tue,4:36,0.47,1645533360
2/22/22,Tue,4:37,0.47,1645533420
2/22/22,Tue,4:38,0.47,1645533480
2/22/22,Tue,4:39,0.46,1645533540
2/22/22,Tue,4:40,0.46,1645533600
2/22/22,Tue,4:41,0.46,1645533660
2/22/22,Tue,4:42,0.46,1645533720
2/22/22,Tue,4:43,0.45,1645533780
2/22/22,Tue,4:44,0.45,1645533840
2/22/22,Tue,4:45,0.45,1645533900
2/22/22,Tue,4:46,0.45,1645533960
2/22/22,Tue,4:47,0.44,1645534020
2/22/22,Tue,4:48,0.44,1645534080
2/22/22,Tue,4:49,0.44,1645534140
2/22/22,Tue,4:50,0.44,1645534200
2/22/22,Tue,4:51,0.43,1645534260
2/22/22,Tue,4:52,0.43,1645534320
2/22/22,Tue,4:53,0.43,1645534380
2/22/22,Tue,4:54,0.42,1645534440
2/22/22,Tue,4:55,0.42,1645534500
2/22/22,Tue,4:56,0.42,1645534560
2/22/22,Tue,4:57,0.42,1645534620
2/22/22,Tue,4:58,0.41,1645534680
2/22/22,Tue,4:59,0.41,1645534740
2/22/22,Tue,5:00,0.41,1645534800
2/22/22,Tue,5:01,0.41,1645534860
2/22/22,Tue,5:02,0.4,1645534920
2/22/22,Tue,5:03,0.4,1645534980
2/22/22,Tue,5:04,0.4,1645535040
2/22/22,Tue,5:05,0.4,1645535100
2/22/22,Tue,5:06,0.39,1645535160
2/22/22,Tue,5:07,0.39,1645535220
2/22/22,Tue,5:08,0.39,1645535280
2/22/22,Tue,5:09,0.38,1645535340
2/22/22,Tue,5:10,0.38,1645535400
2/22/22,Tue,5:11,0.38,1645535460
2/22/22,Tue,5:12,0.37,1645535520
2/22/22,Tue,5:13,0.37,1645535580
2/22/22,Tue,5:14,0.37,1645535640
2/22/22,Tue,5:15,0.37,1645535700
2/22/22,Tue,5:16,0.36,1645535760
2/22/22,Tue,5:17,0.36,1645535820
2/22/22,Tue,5:18,0.36,1645535880
2/22/22,Tue,5:19,0.35,1645535940
2/22/22,Tue,5:20,0.35,1645536000
2/22/22,Tue,5:21,0.35,1645536060
2/22/22,Tue,5:22,0.34,1645536120
2/22/22,Tue,5:23,0.34,1645536180
2/22/22,Tue,5:24,0.34,1645536240
2/22/22,Tue,5:25,0.34,1645536300
2/22/22,Tue,5:26,0.33,1645536360
2/22/22,Tue,5:27,0.33,1645536420
2/22/22,Tue,5:28,0.33,1645536480
2/22/22,Tue,5:29,0.32,1645536540
2/22/22,Tue,5:30,0.32,1645536600
2/22/22,Tue,5:31,0.32,1645536660
2/22/22,Tue,5:32,0.31,1645536720
2/22/22,Tue,5:33,0.31,1645536780
2/22/22,Tue,5:34,0.31,1645536840
2/22/22,Tue,5:35,0.3,1645536900
2/22/22,Tue,5:36,0.3,1645536960
2/22/22,Tue,5:37,0.3,1645537020
2/22/22,Tue,5:38,0.29,1645537080
2/22/22,Tue,5:39,0.29,1645537140
2/22/22,Tue,5:40,0.29,1645537200
2/22/22,Tue,5:41,0.28,1645537260
2/22/22,Tue,5:42,0.28,1645537320
2/22/22,Tue,5:43,0.28,1645537380
2/22/22,Tue,5:44,0.28,1645537440
2/22/22,Tue,5:45,0.27,1645537500
2/22/22,Tue,5:46,0.27,1645537560
2/22/22,Tue,5:47,0.27,1645537620
2/22/22,Tue,5:48,0.26,1645537680
2/22/22,Tue,5:49,0.26,1645537740
2/22/22,Tue,5:50,0.26,1645537800
2/22/22,Tue,5:51,0.25,1645537860
2/22/22,Tue,5:52,0.25,1645537920
2/22/22,Tue,5:53,0.25,1645537980
2/22/22,Tue,5:54,0.24,1645538040
2/22/22,Tue,5:55,0.24,1645538100
2/22/22,Tue,5:56,0.24,1645538160
2/22/22,Tue,5:57,0.23,1645538220
2/22/22,Tue,5:58,0.23,1645538280
2/22/22,Tue,5:59,0.23,1645538340
2/22/22,Tue,6:00,0.22,1645538400
2/22/22,Tue,6:01,0.22,1645538460
2/22/22,Tue,6:02,0.22,1645538520
2/22/22,Tue,6:03,0.21,1645538580
2/22/22,Tue,6:04,0.21,1645538640
2/22/22,Tue,6:05,0.21,1645538700
2/22/22,Tue,6:06,0.2,1645538760
2/22/22,Tue,6:07,0.2,1645538820
2/22/22,Tue,6:08,0.2,1645538880
2/22/22,Tue,6:09,0.2,1645538940
2/22/22,Tue,6:10,0.19,1645539000
2/22/22,Tue,6:11,0.19,1645539060
2/22/22,Tue,6:12,0.19,1645539120
2/22/22,Tue,6:13,0.18,1645539180
2/22/22,Tue,6:14,0.18,1645539240
2/22/22,Tue,6:15,0.18,1645539300
2/22/22,Tue,6:16,0.17,1645539360
2/22/22,Tue,6:17,0.17,1645539420
2/22/22,Tue,6:18,0.17,1645539480
2/22/22,Tue,6:19,0.16,1645539540
2/22/22,Tue,6:20,0.16,1645539600
2/22/22,Tue,6:21,0.16,1645539660
2/22/22,Tue,6:22,0.15,1645539720
2/22/22,Tue,6:23,0.15,1645539780
2/22/22,Tue,6:24,0.15,1645539840
2/22/22,Tue,6:25,0.14,1645539900
2/22/22,Tue,6:26,0.14,1645539960
2/22/22,Tue,6:27,0.14,1645540020
2/22/22,Tue,6:28,0.13,1645540080
2/22/22,Tue,6:29,0.13,1645540140
2/22/22,Tue,6:30,0.13,1645540200
2/22/22,Tue,6:31,0.12,1645540260
2/22/22,Tue,6:32,0.12,1645540320
2/22/22,Tue,6:33,0.12,1645540380
2/22/22,Tue,6:34,0.12,1645540440
2/22/22,Tue,6:35,0.11,1645540500
2/22/22,Tue,6:36,0.11,1645540560
2/22/22,Tue,6:37,0.1,1645540620
2/22/22,Tue,6:38,0.1,1645540680
2/22/22,Tue,6:39,0.1,1645540740
2/22/22,Tue,6:40,0.1,1645540800
2/22/22,Tue,6:41,0.09,1645540860
2/22/22,Tue,6:42,0.09,1645540920
2/22/22,Tue,6:43,0.09,1645540980
2/22/22,Tue,6:44,0.08,1645541040
2/22/22,Tue,6:45,0.08,1645541100
2/22/22,Tue,6:46,0.08,1645541160
2/22/22,Tue,6:47,0.07,1645541220
2/22/22,Tue,6:48,0.07,1645541280
2/22/22,Tue,6:49,0.07,1645541340
2/22/22,Tue,6:50,0.06,1645541400
2/22/22,Tue,6:51,0.06,1645541460
2/22/22,Tue,6:52,0.06,1645541520
2/22/22,Tue,6:53,0.06,1645541580
2/22/22,Tue,6:54,0.05,1645541640
2/22/22,Tue,6:55,0.05,1645541700
2/22/22,Tue,6:56,0.05,1645541760
2/22/22,Tue,6:57,0.04,1645541820
2/22/22,Tue,6:58,0.04,1645541880
2/22/22,Tue,6:59,0.04,1645541940
2/22/22,Tue,7:00,0.03,1645542000
2/22/22,Tue,7:01,0.03,1645542060
2/22/22,Tue,7:02,0.03,1645542120
2/22/22,Tue,7:03,0.02,1645542180
2/22/22,Tue,7:04,0.02,1645542240
2/22/22,Tue,7:05,0.02,1645542300
2/22/22,Tue,7:06,0.01,1645542360
2/22/22,Tue,7:07,0.01,1645542420
2/22/22,Tue,7:08,0.01,1645542480
2/22/22,Tue,7:09,0.01,1645542540
2/22/22,Tue,7:10,0,1645542600
2/22/22,Tue,7:11,0,1645542660
2/22/22,Tue,7:12,0,1645542720
2/22/22,Tue,7:13,-0.01,1645542780
2/22/22,Tue,7:14,-0.01,1645542840
2/22/22,Tue,7:15,-0.01,1645542900
2/22/22,Tue,7:16,-0.01,1645542960
2/22/22,Tue,7:17,-0.02,1645543020
2/22/22,Tue,7:18,-0.02,1645543080
2/22/22,Tue,7:19,-0.02,1645543140
2/22/22,Tue,7:20,-0.03,1645543200
2/22/22,Tue,7:21,-0.03,1645543260
2/22/22,Tue,7:22,-0.03,1645543320
2/22/22,Tue,7:23,-0.04,1645543380
2/22/22,Tue,7:24,-0.04,1645543440
2/22/22,Tue,7:25,-0.04,1645543500
2/22/22,Tue,7:26,-0.04,1645543560
2/22/22,Tue,7:27,-0.05,1645543620
2/22/22,Tue,7:28,-0.05,1645543680
2/22/22,Tue,7:29,-0.05,1645543740
2/22/22,Tue,7:30,-0.06,1645543800
2/22/22,Tue,7:31,-0.06,1645543860
2/22/22,Tue,7:32,-0.06,1645543920
2/22/22,Tue,7:33,-0.06,1645543980
2/22/22,Tue,7:34,-0.07,1645544040
2/22/22,Tue,7:35,-0.07,1645544100
2/22/22,Tue,7:36,-0.07,1645544160
2/22/22,Tue,7:37,-0.08,1645544220
2/22/22,Tue,7:38,-0.08,1645544280
2/22/22,Tue,7:39,-0.08,1645544340
2/22/22,Tue,7:40,-0.08,1645544400
2/22/22,Tue,7:41,-0.09,1645544460
2/22/22,Tue,7:42,-0.09,1645544520
2/22/22,Tue,7:43,-0.09,1645544580
2/22/22,Tue,7:44,-0.1,1645544640
2/22/22,Tue,7:45,-0.1,1645544700
2/22/22,Tue,7:46,-0.1,1645544760
2/22/22,Tue,7:47,-0.1,1645544820
2/22/22,Tue,7:48,-0.11,1645544880
2/22/22,Tue,7:49,-0.11,1645544940
2/22/22,Tue,7:50,-0.11,1645545000
2/22/22,Tue,7:51,-0.11,1645545060
2/22/22,Tue,7:52,-0.12,1645545120
2/22/22,Tue,7:53,-0.12,1645545180
2/22/22,Tue,7:54,-0.12,1645545240
2/22/22,Tue,7:55,-0.12,1645545300
2/22/22,Tue,7:56,-0.13,1645545360
2/22/22,Tue,7:57,-0.13,1645545420
2/22/22,Tue,7:58,-0.13,1645545480
2/22/22,Tue,7:59,-0.14,1645545540
2/22/22,Tue,8:00,-0.14,1645545600
2/22/22,Tue,8:01,-0.14,1645545660
2/22/22,Tue,8:02,-0.14,1645545720
2/22/22,Tue,8:03,-0.15,1645545780
2/22/22,Tue,8:04,-0.15,1645545840
2/22/22,Tue,8:05,-0.15,1645545900
2/22/22,Tue,8:06,-0.15,1645545960
2/22/22,Tue,8:07,-0.16,1645546020
2/22/22,Tue,8:08,-0.16,1645546080
2/22/22,Tue,8:09,-0.16,1645546140
2/22/22,Tue,8:10,-0.16,1645546200
2/22/22,Tue,8:11,-0.17,1645546260
2/22/22,Tue,8:12,-0.17,1645546320
2/22/22,Tue,8:13,-0.17,1645546380
2/22/22,Tue,8:14,-0.17,1645546440
2/22/22,Tue,8:15,-0.18,1645546500
2/22/22,Tue,8:16,-0.18,1645546560
2/22/22,Tue,8:17,-0.18,1645546620
2/22/22,Tue,8:18,-0.18,1645546680
2/22/22,Tue,8:19,-0.19,1645546740
2/22/22,Tue,8:20,-0.19,1645546800
2/22/22,Tue,8:21,-0.19,1645546860
2/22/22,Tue,8:22,-0.19,1645546920
2/22/22,Tue,8:23,-0.2,1645546980
2/22/22,Tue,8:24,-0.2,1645547040
2/22/22,Tue,8:25,-0.2,1645547100
2/22/22,Tue,8:26,-0.2,1645547160
2/22/22,Tue,8:27,-0.2,1645547220
2/22/22,Tue,8:28,-0.21,1645547280
2/22/22,Tue,8:29,-0.21,1645547340
2/22/22,Tue,8:30,-0.21,1645547400
2/22/22,Tue,8:31,-0.21,1645547460
2/22/22,Tue,8:32,-0.22,1645547520
2/22/22,Tue,8:33,-0.22,1645547580
2/22/22,Tue,8:34,-0.22,1645547640
2/22/22,Tue,8:35,-0.22,1645547700
2/22/22,Tue,8:36,-0.23,1645547760
2/22/22,Tue,8:37,-0.23,1645547820
2/22/22,Tue,8:38,-0.23,1645547880
2/22/22,Tue,8:39,-0.23,1645547940
2/22/22,Tue,8:40,-0.23,1645548000
2/22/22,Tue,8:41,-0.24,1645548060
2/22/22,Tue,8:42,-0.24,1645548120
2/22/22,Tue,8:43,-0.24,1645548180
2/22/22,Tue,8:44,-0.24,1645548240
2/22/22,Tue,8:45,-0.24,1645548300
2/22/22,Tue,8:46,-0.25,1645548360
2/22/22,Tue,8:47,-0.25,1645548420
2/22/22,Tue,8:48,-0.25,1645548480
2/22/22,Tue,8:49,-0.25,1645548540
2/22/22,Tue,8:50,-0.26,1645548600
2/22/22,Tue,8:51,-0.26,1645548660
2/22/22,Tue,8:52,-0.26,1645548720
2/22/22,Tue,8:53,-0.26,1645548780
2/22/22,Tue,8:54,-0.26,1645548840
2/22/22,Tue,8:55,-0.27,1645548900
2/22/22,Tue,8:56,-0.27,1645548960
2/22/22,Tue,8:57,-0.27,1645549020
2/22/22,Tue,8:58,-0.27,1645549080
2/22/22,Tue,8:59,-0.27,1645549140
2/22/22,Tue,9:00,-0.28,1645549200
2/22/22,Tue,9:01,-0.28,1645549260
2/22/22,Tue,9:02,-0.28,1645549320
2/22/22,Tue,9:03,-0.28,1645549380
2/22/22,Tue,9:04,-0.28,1645549440
2/22/22,Tue,9:05,-0.28,1645549500
2/22/22,Tue,9:06,-0.29,1645549560
2/22/22,Tue,9:07,-0.29,1645549620
2/22/22,Tue,9:08,-0.29,1645549680
2/22/22,Tue,9:09,-0.29,1645549740
2/22/22,Tue,9:10,-0.29,1645549800
2/22/22,Tue,9:11,-0.3,1645549860
2/22/22,Tue,9:12,-0.3,1645549920
2/22/22,Tue,9:13,-0.3,1645549980
2/22/22,Tue,9:14,-0.3,1645550040
2/22/22,Tue,9:15,-0.3,1645550100
2/22/22,Tue,9:16,-0.3,1645550160
2/22/22,Tue,9:17,-0.31,1645550220
2/22/22,Tue,9:18,-0.31,1645550280
2/22/22,Tue,9:19,-0.31,1645550340
2/22/22,Tue,9:20,-0.31,1645550400
2/22/22,Tue,9:21,-0.31,1645550460
2/22/22,Tue,9:22,-0.32,1645550520
2/22/22,Tue,9:23,-0.32,1645550580
2/22/22,Tue,9:24,-0.32,1645550640
2/22/22,Tue,9:25,-0.32,1645550700
2/22/22,Tue,9:26,-0.32,1645550760
2/22/22,Tue,9:27,-0.32,1645550820
2/22/22,Tue,9:28,-0.33,1645550880
2/22/22,Tue,9:29,-0.33,1645550940
2/22/22,Tue,9:30,-0.33,1645551000
2/22/22,Tue,9:31,-0.33,1645551060
2/22/22,Tue,9:32,-0.33,1645551120
2/22/22,Tue,9:33,-0.33,1645551180
2/22/22,Tue,9:34,-0.33,1645551240
2/22/22,Tue,9:35,-0.34,1645551300
2/22/22,Tue,9:36,-0.34,1645551360
2/22/22,Tue,9:37,-0.34,1645551420
2/22/22,Tue,9:38,-0.34,1645551480
2/22/22,Tue,9:39,-0.34,1645551540
2/22/22,Tue,9:40,-0.34,1645551600
2/22/22,Tue,9:41,-0.34,1645551660
2/22/22,Tue,9:42,-0.35,1645551720
2/22/22,Tue,9:43,-0.35,1645551780
2/22/22,Tue,9:44,-0.35,1645551840
2/22/22,Tue,9:45,-0.35,1645551900
2/22/22,Tue,9:46,-0.35,1645551960
2/22/22,Tue,9:47,-0.35,1645552020
2/22/22,Tue,9:48,-0.35,1645552080
2/22/22,Tue,9:49,-0.35,1645552140
2/22/22,Tue,9:50,-0.36,1645552200
2/22/22,Tue,9:51,-0.36,1645552260
2/22/22,Tue,9:52,-0.36,1645552320
2/22/22,Tue,9:53,-0.36,1645552380
2/22/22,Tue,9:54,-0.36,1645552440
2/22/22,Tue,9:55,-0.36,1645552500
2/22/22,Tue,9:56,-0.36,1645552560
2/22/22,Tue,9:57,-0.36,1645552620
2/22/22,Tue,9:58,-0.37,1645552680
